borough,cuisine,grades,name,restaurant_id,building,street,zipcode
Brooklyn,American ,11.333333333333334,Crown Fried Chicken,41250276,1090,Rutland Road,11212.0
Brooklyn,Pizza/Italian,13.0,Vinnie'S Pizzeria,41250435,148,Bedford Avenue,11249.0
Manhattan,American ,13.5,Alice'S Tea Cup,41250454,220,East   81 Street,10028.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23.2,Los Choritos Sports Bar,41250480,2503,3 Avenue,10451.0
Bronx,Chinese,8.5,No. 1 Chinese Restaurant,41250498,7,West Tremont Avenue,10453.0
Manhattan,American ,8.5,Milano'S Bar,41250519,51,East Houston Street,10012.0
Queens,Irish,9.0,Gilbey'S,41250529,32-01,Broadway,11106.0
Manhattan,Café/Coffee/Tea,15.5,Gregory'S Coffee,41250623,327,Park Avenue South,10010.0
Manhattan,Chicken,9.4,Kennedy Fried Chicken,41250661,1316,5 Avenue,10029.0
Manhattan,Sandwiches,7.6,Subway,41250691,421,2 Avenue,10010.0
Manhattan,American ,20.4,Highline Ballroom,41250710,431,West   16 Street,10011.0
Manhattan,Pizza/Italian,10.5,Claudio Pizza,41250750,598,10 Avenue,10036.0
Manhattan,American ,8.8,Barramundi,41250770,67,Clinton Street,10002.0
Queens,Italian,13.25,Il Nocello Ristorante Italiano,41250834,14-27,150 Street,11357.0
Brooklyn,American ,6.0,Wing Wagon,41250984,351,Flatbush Avenue,11238.0
Manhattan,American ,18.333333333333332,The Boiler Room,41251040,86,East 4 Street,10003.0
Manhattan,Italian,15.2,Trattoria Tre Colori,41251140,254,West   47 Street,10036.0
Queens,American ,22.75,Paradise Bar,41251199,678,Woodward Avenue,11385.0
Queens,Korean,22.2,Di Yuan Karaoke,41251209,13335,Roosevelt Avenue,11354.0
Manhattan,Pizza,8.75,Cafe Roma Pizzeria,41251243,854,Amsterdam Avenue,10025.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,Rico Pollo,41251327,55-37,Myrtle Avenue,11385.0
Queens,American ,13.6,Atlantic Diner,41251337,11116,Atlantic Avenue,11419.0
Bronx,American ,10.0,Bridges Bar,41251541,4100,East Tremont Avenue,10465.0
Brooklyn,Caribbean,9.75,Kreyol Flavor,41251661,1738,Flatbush Avenue,11210.0
Queens,Caribbean,11.25,Underground Lounge,41251712,104-09,123 Street,11419.0
Brooklyn,Caribbean,6.75,C & C West Indian American Food,41251789,1183,Rogers Avenue,11226.0
Manhattan,Pizza,8.6,Luna Pizza,41251791,225,Park Row,10038.0
Queens,Bakery,10.285714285714286,Lety Bakery,41251802,7707,37 Avenue,11372.0
Brooklyn,Russian,14.666666666666666,Glechik,41252033,3159,Coney Island Avenue,11235.0
Brooklyn,American ,13.2,Cobble Hill Cinemas,41252043,265,Court Street,11231.0
Manhattan,Other,10.5,Markt Cafe Restaurant,41252052,676,6 Avenue,10010.0
Manhattan,Café/Coffee/Tea,16.714285714285715,Europan Cafe,41252132,2197,Broadway,10024.0
Manhattan,American ,13.333333333333334,Anchor,41252214,310,Spring Street,10013.0
Manhattan,Japanese,11.6,Soto Japanese Restaurant,41252382,357,6 Avenue,10014.0
Manhattan,Bangladeshi,11.4,Royal Bangladesh Indian Restaurant,41252384,93,1 Avenue,10003.0
Queens,Delicatessen,6.333333333333333,Dmv News,41252417,168-46,91 Avenue,11432.0
Queens,Seafood,14.4,Y J Fried Fish,41252528,8901,165 Street,11432.0
Manhattan,Barbecue,9.0,Georgia'S Eastside Bbq,41252759,192,Orchard Street,10002.0
Manhattan,American ,14.166666666666666,Casellula Cheese & Wine Cafe,41252771,401,West   52 Street,10019.0
Queens,Peruvian,21.666666666666668,El Sol Restaurant,41252980,87-07,Northern Boulevard,11372.0
Brooklyn,Italian,5.166666666666667,Bocca Lupo,41253009,393,Henry Street,11201.0
Queens,Delicatessen,13.333333333333334,Village Gourmet,41253018,7916,Eliot Avenue,11379.0
Brooklyn,Bagels/Pretzels,8.75,H&L Bagel,41253085,8818,3 Avenue,11209.0
Manhattan,American ,9.0,Better Being,41253206,55,Leroy Street,10014.0
Brooklyn,Middle Eastern,11.5,Alkoura Restaurant,41253239,509,74 Street,11209.0
Brooklyn,Italian,8.666666666666666,Scalino,41253241,347,7 Avenue,11215.0
Brooklyn,Jewish/Kosher,8.6,Hungarian Kosher,41253389,5009,16 Avenue,11204.0
Manhattan,Pizza/Italian,14.4,California Pizza Kitchen,41253401,440,Park Avenue South,10016.0
Queens,Indian,11.0,Punjabi Deli & Restaurant,41253406,160-20,46 Avenue,11358.0
Queens,Caribbean,12.166666666666666,Kaieteur Restaurant,41253552,87-12,Lefferts Boulevard,11418.0
Bronx,Sandwiches,10.0,Subway,41253765,5209,Broadway,10463.0
Manhattan,American ,23.166666666666668,U Way,41253814,74,5 Avenue,10011.0
Manhattan,American ,12.0,Ruby Tuesday,41253818,7,Times Square,10036.0
Manhattan,American ,11.75,Feile,41253845,133,West 33 Street,10001.0
Manhattan,American ,8.0,The Diner,41253888,75,Nassau Street,10038.0
Queens,Bagels/Pretzels,13.5,Bagel'S Plus,41253988,57-22,Woodside Avenue,11377.0
Manhattan,Australian,7.5,Nelson Blue,41254287,36,Peck Slip,10038.0
Manhattan,American ,9.0,Perilla,41254297,9,Jones Street,10014.0
Staten Island,"Ice Cream, Gelato, Yogurt, Ices",6.0,Ralph'S Famous Italian Ices,41254301,6272,Amboy Road,10309.0
Brooklyn,French,13.4,Le Barricou,41254531,533,Grand Street,11211.0
Brooklyn,American ,10.8,Ocean 8 At Brownstone Billiards,41254605,308,Flatbush Avenue,11238.0
Brooklyn,Mexican,9.4,Pequena,41254615,601,Vanderbilt Avenue,11238.0
Brooklyn,Sandwiches,5.6,Subway,41254686,2120,86 Street,11214.0
Manhattan,American ,3.5,The Bank Of New York,41254820,1,Wall Street,10005.0
Manhattan,Vietnamese/Cambodian/Malaysia,8.2,Saigon Vietnamese Sandwich,41254832,369,Broome Street,10013.0
Manhattan,"Bottled beverages, including water, sodas, juices, etc.",6.75,Ayza Cafe & Wine Bar,41254923,11,West   31 Street,10001.0
Queens,Spanish,7.5,Cafe Salamanca Restaurant,41254984,7905,Northern Boulevard,11372.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.333333333333334,Morena Restaurant,41254998,2151,Jerome Avenue,10453.0
Brooklyn,Café/Coffee/Tea,12.0,New Line Internet Cafe,41255037,5001,8 Avenue,11220.0
Brooklyn,Pizza/Italian,7.333333333333333,Espresso Pizzeria,41255071,9403,5 Avenue,11209.0
Brooklyn,American ,19.166666666666668,Willburg Cafe,41255152,623,Grand Street,11211.0
Manhattan,American ,5.25,Willis North America,41255267,200,Liberty Street,10281.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.8,27 Sports Bar & Cafe,41255390,2,West Mount Eden Avenue,10452.0
Manhattan,Mexican,15.0,El Porton Bar & Restaurant,41255436,3151,Broadway,10027.0
Manhattan,American ,10.5,No Malice Palace,41255453,197,East 3 Street,10009.0
Brooklyn,Bagels/Pretzels,8.75,Bagel Factory,41255465,612,5 Avenue,11215.0
Brooklyn,Café/Coffee/Tea,7.6,Bittersweet,41255575,17890,Dekalb Avenue,11205.0
Queens,Greek,12.333333333333334,Avli The Little Greek Tavern,41255592,3831,Bell Boulevard,11361.0
Brooklyn,Jewish/Kosher,10.5,Sushi Meshuga,41255963,1637,East   17 Street,11229.0
Manhattan,American ,13.75,Eva'S Restaurant,41256007,11,West    8 Street,10011.0
Brooklyn,Jewish/Kosher,14.5,Kingston Bake Shop,41256036,380,Kingston Avenue,11225.0
Manhattan,Mexican,15.8,Tequila Chito'S Mexican Grill,41256155,358,West 23 Street,10011.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17.2,El Pollo Inka Peru,41256254,78-06,101 Avenue,11416.0
Queens,Hamburgers,9.333333333333334,Mcdonald'S,41256288,,Jfk Airport,11430.0
Queens,Chinese,14.25,Panda Garden,41256363,10718,Corona Avenue,11368.0
Manhattan,Italian,10.0,Harry'S Italian,41256599,2,Gold Street,10038.0
Manhattan,Mediterranean,11.5,Artopolis Cafe,41256607,1090,Amsterdam Avenue,10025.0
Manhattan,Chinese,9.142857142857142,Best Fuzhou Restaurant,41256810,71,Eldridge Street,10002.0
Brooklyn,Delicatessen,10.75,Park Deli,41257023,209,Nassau Avenue,11222.0
Staten Island,Mexican,13.0,Panaderia La Mixteca Poblana & Deli,41257059,104,Victory Boulevard,10301.0
Queens,Pizza,21.8,Abitino'S Pizza,41257223,,Jfk Airport,11430.0
Queens,Chinese,20.714285714285715,Jr Restaurant At Jamaicia,41257226,136-75,Roosevelt Avenue,11354.0
Queens,Pizza,12.166666666666666,L'Amici,41257259,16053,Rockaway Boulevard,11434.0
Brooklyn,Turkish,10.8,Masal Cafe & Lounge,41257282,1901,Emmons Avenue,11235.0
Brooklyn,American ,9.75,The Brooklyn Inn,41257427,148,Hoyt Street,11217.0
Bronx,Caribbean,16.166666666666668,Country Thyme Cuisine,41257592,1455,East  222 Street,10469.0
Staten Island,Pizza,7.4,Papa John'S Pizza,41257727,1267,Forest Avenue,10302.0
Queens,Pizza,9.8,Papa John'S,41257734,16525,Liberty Avenue,11433.0
Staten Island,Chicken,16.75,Popeyes Chicken & Biscuits,41257749,1351,Forest Avenue,10302.0
Manhattan,American ,9.333333333333334,Metropolitan Opera House 6Th Fl,41257877,0,Lincoln Center Plaza,10023.0
Manhattan,American ,6.2,Metropolitan Opera,41257879,0,Lincoln Center Plaza,10023.0
Staten Island,American ,11.0,Silver Lake Golf Course,41257914,915,Victory Boulevard,10301.0
Manhattan,Hamburgers,10.6,Burger King,41257982,154,East  116 Street,10029.0
Brooklyn,Hamburgers,9.0,Mcdonald'S,41258107,606,Neptune Avenue,11224.0
Brooklyn,Hamburgers,12.166666666666666,Mcdonald'S,41258111,2154,Nostrand Avenue,11210.0
Manhattan,Chinese,9.6,New Five Luck Chinese Restaurant,41258112,1834,2 Avenue,10128.0
Brooklyn,American ,13.285714285714286,Mcdonald'S,41258116,3540,Nostrand Avenue,11229.0
Queens,Japanese,13.25,Sushi Koi,41258145,116-37,Queens Boulevard,11375.0
Brooklyn,Chinese,10.833333333333334,New Hong Kong Restaurant Ii,41258209,1222,Cortelyou Road,11218.0
Brooklyn,American ,10.5,Black Rabbit Bar,41258369,91,Greenpoint Avenue,11222.0
Brooklyn,Hamburgers,6.6,Mcdonald'S,41258435,7602,Flatlands Avenue,11236.0
Brooklyn,Café/Coffee/Tea,2.5,Starbucks Coffee,41258465,910,Manhattan Avenue,11222.0
Brooklyn,Bakery,18.285714285714285,Full Doe Bakery,41258524,5905,4 Avenue,11220.0
Queens,Sandwiches,9.2,Subway,41258550,5122,Northern Boulevard,11377.0
Manhattan,Pizza/Italian,10.8,Nonno'S Focacceria,41258626,455,Main Street,10044.0
Manhattan,Italian,10.6,Gemma,41258669,4,East    3 Street,10003.0
Bronx,Pizza,10.4,Little Caesars,41258823,1888,Westchester Avenue,10472.0
Bronx,Sandwiches,7.25,Subway,41258837,968,Morris Park Avenue,10462.0
Queens,Delicatessen,9.0,Cibo Express Gourmet Market,41258880,0,Jfk International Airport,11430.0
Queens,American ,5.333333333333333,Nysb,41258881,0,Jfk International Airport,11430.0
Queens,American ,4.5,Drink,41258882,,Jfk International Airport,11430.0
Queens,American ,7.2,O'Neals,41258883,,Jfk International Airport,11430.0
Staten Island,American ,8.0,Boardwalk Cafe,41259025,280,Father Capodanno Boulevard,10305.0
Manhattan,Pakistani,10.4,Indo-Pak Halal Restaurant,41259230,2173,2 Avenue,10029.0
Manhattan,Donuts,7.5,"Dunkin' Donuts, Baskin Robbins",41259249,1880,3 Avenue,10029.0
Brooklyn,Peruvian,12.5,Coco Roco Restaurant,41259444,392,5 Avenue,11215.0
Staten Island,Pizza/Italian,9.0,Gino'S Pizzeria,41259452,1351,Forest Avenue,10302.0
Manhattan,American ,10.4,Public House,41259512,622,3 Avenue,10017.0
Manhattan,Japanese,16.166666666666668,Shinbashi Japanese Restaurant,41259517,7,East   48 Street,10017.0
Manhattan,Mexican,9.0,Chipotle Mexican Grill,41259632,100,Maiden Lane,10038.0
Bronx,American ,8.25,City Island Yacht Club,41259672,63,Pilot Street,10464.0
Manhattan,Sandwiches/Salads/Mixed Buffet,8.0,Europa Cafe,41259772,717,5 Avenue,10022.0
Staten Island,American ,12.333333333333334,Marie'S Gourmet,41259825,977,Victory Boulevard,10301.0
Manhattan,American ,7.5,Spitzer'S Corner,41259890,101,Rivington Street,10002.0
Queens,African,8.0,Aso Rock Lounge And Restaurant,41260089,138-24,Farmers Boulevard,11434.0
Brooklyn,American ,7.333333333333333,Red Karaoke Lounge,41260314,2394,Coney Island Avenue,11223.0
Staten Island,Delicatessen,10.4,658 Kings Deli,41260427,658,New Dorp Lane,10306.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.166666666666666,Crispy Restaurant,41260583,678,Seneca Avenue,11385.0
Queens,Italian,16.833333333333332,Matteo'S Of Howard Beach,41260669,9210,Shore Parkway,11414.0
Brooklyn,American ,12.6,Circles Cafe,41260715,310,Bay Ridge Avenue,11220.0
Manhattan,Japanese,10.25,Go Go Curry Usa,41260744,273,West 38 Street,10018.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.4,Manta Llave Del Mar Bar Restaurant,41260791,9912,Northern Boulevard,11368.0
Manhattan,Delicatessen,11.0,Stage Star Deli,41260838,105,West 55 Street,10019.0
Queens,Bakery,9.2,Plaza Piaxtla Bakery,41260944,663,Seneca Avenue,11385.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.0,El Nuevo Roble Billares Restaurant,41261048,216,East 170 Street,10456.0
Manhattan,Sandwiches,7.75,Le Pain Quotidien,41261090,801,Broadway,10003.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14.25,El Valle Restaurant,41261148,640,Melrose Avenue,10455.0
Brooklyn,Pizza,8.0,Pizza Emporium,41261199,3424,Avenue S,11234.0
Bronx,Chicken,14.0,Super Crown Fried Chicken & Pizza,41261371,921,Prospect Avenue,10459.0
Manhattan,Donuts,23.0,Twin Donuts,41261509,3781,Broadway,10032.0
Queens,American ,10.666666666666666,Allure,41261564,33-02,Queens Boulevard,11101.0
Brooklyn,American ,9.666666666666666,Bullseye Sports Pub,41261620,3121,Quentin Road,11234.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.75,Terrace View Deli,41262132,135,Terrace View Avenue,10463.0
Brooklyn,Donuts,5.0,Dunkin' Donuts,41262161,2419,Coney Island Avenue,11223.0
Manhattan,Hamburgers,8.4,Mcdonald'S,41262328,39,Union Square West,10003.0
Manhattan,Hamburgers,14.5,Mcdonald'S,41262331,1286,1 Avenue,10021.0
Manhattan,Salads,9.666666666666666,Just Salad,41262369,320,Park Avenue,10022.0
Manhattan,Hamburgers,8.0,Mcdonald'S,41262487,2549,Broadway,10025.0
Manhattan,Hamburgers,8.8,Mcdonald'S,41262492,2271,Broadway,10024.0
Bronx,Hamburgers,10.25,Mcdonald'S,41262493,2870,3 Avenue,10455.0
Manhattan,Hamburgers,7.4,Mcdonald'S,41262497,2049,Broadway,10023.0
Manhattan,Vegetarian,8.5,The Wellness Cafe,41262716,11,West   56 Street,10019.0
Manhattan,Irish,14.142857142857142,Kelly'S,41262775,12,Avenue A,10009.0
Manhattan,Chicken,14.5,Popeyes Chicken & Biscuits,41262792,601,West  172 Street,10032.0
Queens,Hamburgers,10.75,Burger King,41262797,21710,Hillside Avenue,11427.0
Bronx,Café/Coffee/Tea,14.666666666666666,Lily'S Cafe Restaurant,41262804,53,East  167 Street,10452.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,Caridad Express Restaurant,41262846,347,East  204 Street,10467.0
Queens,Japanese,12.4,Mickey'S Place,41262936,40-17,Bell Boulevard,11361.0
Queens,American ,11.0,Crown Fried Chicken,41263101,229-07,Merrick Boulevard,11413.0
Manhattan,Café/Coffee/Tea,5.2,The Coffee House,41263122,20,West   44 Street,10036.0
Brooklyn,Mexican,8.4,Zefes Mexican Restaurant,41263130,1224,Myrtle Avenue,11221.0
Brooklyn,Chinese,8.0,Huang Jia Seafood Restaurant,41263308,4111,8 Avenue,11232.0
Manhattan,Spanish,16.0,La Nacional,41263394,239,West   14 Street,10011.0
Manhattan,Hotdogs/Pretzels,6.5,Amc Theatres 19Th Street East,41263395,890,Broadway,10003.0
Brooklyn,Donuts,10.857142857142858,"Dunkin' Donuts, Baskin Robbins",41263491,573,Lafayette Avenue,11205.0
Queens,Mexican,12.0,Noa Noa Night Club,41263532,3621,Steinway Street,11101.0
Queens,American ,8.857142857142858,Terrace Diner,41263568,212-97,26 Avenue,11360.0
Brooklyn,Pizza,7.0,Papa John'S,41263570,1654,86 Street,11214.0
Brooklyn,Italian,16.166666666666668,Patrizia'S,41263597,35,Broadway,11249.0
Bronx,Mexican,9.666666666666666,Mexican Fast Food,41263738,2620,Jerome Avenue,10468.0
Queens,American ,7.0,Village Diner,41263773,21812,Jamaica Avenue,11428.0
Manhattan,Sandwiches/Salads/Mixed Buffet,11.0,Lenny'S,41263780,1481,2 Avenue,10075.0
Brooklyn,Donuts,6.0,Dunkin' Donuts,41263870,506,Clarkson Avenue,11203.0
Brooklyn,Donuts,3.0,Dunkin' Donuts,41263873,1467,Nostrand Avenue,11226.0
Brooklyn,Donuts,7.0,Dunkin' Donuts,41263878,711,Brighton Beach Avenue,11235.0
Manhattan,American ,13.5,The Half Pint,41263879,234,Thompson Street,10012.0
Brooklyn,American ,5.75,Dunkin Donuts/Baskin Robbins,41263883,578,Atlantic Avenue,11217.0
Manhattan,Donuts,7.0,Dunkin' Donuts,41263890,412,3 Avenue,10016.0
Brooklyn,Donuts,5.0,Dunkin' Donuts,41263893,737,4 Avenue,11232.0
Brooklyn,Donuts,6.0,Dunkin' Donuts,41263898,6755,5 Avenue,11220.0
Brooklyn,Donuts,6.25,Dunkin' Donuts,41263899,17,Flatbush Avenue,11217.0
Manhattan,Donuts,7.25,Dunkin' Donuts,41263909,250,East Houston Street,10002.0
Brooklyn,Donuts,3.5,Dunkin' Donuts,41263910,373,Kings Highway,11223.0
Manhattan,Spanish,8.5,Poco,41264019,33,Avenue B,10009.0
Queens,Creole,16.4,Heavenly Fritaille Restaurant,41264022,212-21,Jamaica Avenue,11428.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.5,Cafe Cortadito,41264071,210,East 3 Street,10009.0
Manhattan,American ,11.0,Evelyn,41264084,171,Avenue C,10009.0
Brooklyn,Chinese,15.8,True Taste Restaurant,41264160,553,Throop Avenue,11216.0
Manhattan,Bakery,7.0,Bis.Co. Latte,41264324,667,10 Avenue,10036.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15.333333333333334,Cuenca Coffee Shop Restaurant,41264387,9529,Jamaica Avenue,11421.0
Brooklyn,Donuts,7.0,Dunkin' Donuts,41264485,6309,18 Avenue,11204.0
Brooklyn,Donuts,9.25,Dunkin' Donuts,41264490,1980,86 Street,11214.0
Brooklyn,Donuts,3.25,Dunkin' Donuts,41264502,126,35 Street,11232.0
Brooklyn,American ,6.0,Dunkin' Donuts,41264511,10,Newkirk Plaza,11226.0
Brooklyn,Tex-Mex,13.2,The Original Fres'Co Tortilla Plus,41264513,113,Court Street,11201.0
Manhattan,Italian,7.25,Maria'S Mont Blanc Restaurant,41264518,315,West   48 Street,10036.0
Manhattan,Chinese,18.333333333333332,Delight 28 Restaurant,41264529,2830,Pell Street,10013.0
Queens,Korean,17.6,Chinese House Restaurant,41264537,14908,41 Avenue,11355.0
Manhattan,Barbecue,11.0,Brother Jimmy'S Bbq,41264671,416,8 Avenue,10001.0
Manhattan,American ,10.0,Diamond Club,41264877,689,8 Avenue,10036.0
Manhattan,Italian,10.4,Harry Cipriani,41264944,781,5 Avenue,10022.0
Bronx,American ,9.0,Lydig Coffee Shop,41265157,721,Lydig Avenue,10462.0
Queens,American ,13.666666666666666,Bakeway Nyc,41265263,25-21,Broadway,11106.0
Queens,Chinese,11.2,Hong Kong Garden,41265299,19511,69 Avenue,11365.0
Queens,American ,13.0,Bay Terrace Pool Club,41265421,21714,24 Avenue,11360.0
Queens,American ,14.75,Chili'S Grill & Bar,41265425,8016,Cooper Avenue,11385.0
Manhattan,French,12.5,Saju Bistro,41265462,120,West   44 Street,10036.0
Manhattan,Seafood,10.333333333333334,Elpuerto,41265511,511,West 125 Street,10027.0
Queens,Chinese,9.833333333333334,Ming Wok Kitchen,41265530,84-18A,Northern Boulevard,11372.0
Brooklyn,Tex-Mex,11.25,Piquant,41265576,259,Flatbush Avenue,11217.0
Queens,Chinese,12.0,Tian Jin Chinese Restaurant,41265582,13502,Roosevelt Avenue,11354.0
Brooklyn,Chinese/Japanese,14.142857142857142,Sake,41265584,2087,Coney Island Avenue,11223.0
Manhattan,Hamburgers,10.4,Mcdonald'S,41265586,556,7 Avenue,10018.0
Queens,Caribbean,10.25,Guy R Cafe Snack Corner,41265619,14587,Guy R Brewer Boulevard,11434.0
Queens,Sandwiches,7.333333333333333,Subway,41265694,3118,Broadway,11106.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.857142857142858,Blend,41265805,47-04,Vernon Boulevard,11101.0
Bronx,Café/Coffee/Tea,7.0,Parisienne Cafe,41265836,2339,Arthur Avenue,10458.0
Brooklyn,Bagels/Pretzels,11.571428571428571,Bunch Of Bagels,41265870,8413,3 Avenue,11209.0
Staten Island,Southwestern,11.25,Moe'S Southwest Grill,41265897,2397,Hylan Boulevard,10306.0
Bronx,American ,8.666666666666666,Van Cortlandt Golf Course,41265902,0,Vam Cortlandt Park South,10471.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,El Sason Ideal Restaurant,41265961,148,West Burnside Avenue,10453.0
Manhattan,Hotdogs/Pretzels,6.75,Ny Skyride,41266025,350,5 Avenue,10018.0
Queens,Caribbean,9.2,Little Jerk Center,41266072,234-18,Merrick Boulevard,11422.0
Queens,Korean,11.8,Kyedong,41266242,150-54,Northern Boulevard,11354.0
Manhattan,American ,4.0,Tasty Cafe,41266330,2062,Broadway,10023.0
Brooklyn,American ,7.5,The Diamond,41266356,43,Franklin Street,11222.0
Brooklyn,German,12.4,Schnitzel Haus,41266395,7319,5 Avenue,11209.0
Manhattan,American ,6.75,Mcgarry'S,41266591,417,9 Avenue,10001.0
Manhattan,Bakery,10.4,Magnolia Bakery,41266621,401,Bleecker Street,10014.0
Brooklyn,American ,8.666666666666666,Adventures Amusements Park,41266854,1824,Shore Parkway,11214.0
Staten Island,Café/Coffee/Tea,9.25,E Squared Cafe,41266866,240,Page Avenue,10307.0
Queens,Irish,16.4,Dugout Pub,41266955,3976,61 Street,11377.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",27.333333333333332,X Stasy Bar & Lounge,41267063,758,5 Avenue,11232.0
Queens,American ,15.833333333333334,New York Style Eats,41267080,4502,Queens Boulevard,11104.0
